what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764321821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362764325524
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764349451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764373367
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362764375999
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362764391127
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362764407914
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1362764424094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764443479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764444587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764444784
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362764445758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764449321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1362764449333
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764449955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764449998
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362764450342
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362764452334
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362764454049
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362764456143
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1362764459157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362764460955
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362764464358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362764467390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362764470200
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362764475781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362764478534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764481724
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764483069
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362764512102
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764539053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764539673
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362764568497
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362764569311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362764571953
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362764572776
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362764574669
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362764577697
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362764580330
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362764583790
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362764586174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362764589031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764596203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764597940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764601064
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362764690279
